capture_index,commit,acquired_at_utc,acquired_at_local,source_time_local,source_fetched_at_utc,source_sha256,source_git_url,valid_votes_zweit,reported_precincts,total_precincts,AfD_votes,AfD_percent,BSW_votes,BSW_percent,CDU_votes,CDU_percent,Die Linke_votes,Die Linke_percent,GRÜNE_votes,GRÜNE_percent,SPD_votes,SPD_percent,frame_start,frame_count,movie_start_seconds,movie_duration_seconds,image,source_local_file
25,59701043150076e20b0ab78ddeb37592c6f63c23,2026-09-06T18:20:40.430643+00:00,2026-09-06T20:20:40.430643+02:00,06.09.2026 20:01:47,2026-09-06T18:20:40.143207+00:00,b59f8f338e2e7f1f7e1235bff8691827072a295e53c9a6526477ee9f47e5bf4e,https://github.com/volzinnovation/wahl-monitor.de/blob/59701043150076e20b0ab78ddeb37592c6f63c23/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,528641,1458,2660,253739,47.99835805395344,27095,5.125406466770455,85380,16.150847172277594,41977,7.940549446599866,40759,7.710147340066321,44336,8.386788009253918,386,14,15.44,0.56,frames/capture-025.png,
26,74f14d2e1393a764f01c4873a012da6dcb8e961e,2026-09-06T18:24:59.723319+00:00,2026-09-06T20:24:59.723319+02:00,06.09.2026 20:16:24,2026-09-06T18:24:59.205511+00:00,6d70254590b667cb7da999212c747b0e915c0b1f638aecd8d343519f31913b54,https://github.com/volzinnovation/wahl-monitor.de/blob/74f14d2e1393a764f01c4873a012da6dcb8e961e/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,675383,1703,2660,318600,47.173233557847915,34376,5.089852720604457,108586,16.07769221315905,54587,8.082376962405036,56396,8.350224983453833,57377,8.495475900340992,400,4,16.0,0.16,frames/capture-026.png,
27,16384888c2101c7cc0e8facf3137957e2630ff3b,2026-09-06T18:26:11.300466+00:00,2026-09-06T20:26:11.300466+02:00,06.09.2026 20:16:24,2026-09-06T18:26:11.029650+00:00,6d70254590b667cb7da999212c747b0e915c0b1f638aecd8d343519f31913b54,https://github.com/volzinnovation/wahl-monitor.de/blob/16384888c2101c7cc0e8facf3137957e2630ff3b/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,675383,1703,2660,318600,47.173233557847915,34376,5.089852720604457,108586,16.07769221315905,54587,8.082376962405036,56396,8.350224983453833,57377,8.495475900340992,404,19,16.16,0.76,frames/capture-027.png,
28,121701dad8c7e4448d4e400b1fae86e612f08924,2026-09-06T18:31:42.033862+00:00,2026-09-06T20:31:42.033862+02:00,06.09.2026 20:16:24,2026-09-06T18:31:41.764730+00:00,6d70254590b667cb7da999212c747b0e915c0b1f638aecd8d343519f31913b54,https://github.com/volzinnovation/wahl-monitor.de/blob/121701dad8c7e4448d4e400b1fae86e612f08924/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,675383,1703,2660,318600,47.173233557847915,34376,5.089852720604457,108586,16.07769221315905,54587,8.082376962405036,56396,8.350224983453833,57377,8.495475900340992,423,18,16.92,0.72,frames/capture-028.png,
29,39f4d618fa04add948e5d2ba4477091db0656ef4,2026-09-06T18:37:05.846429+00:00,2026-09-06T20:37:05.846429+02:00,06.09.2026 20:16:24,2026-09-06T18:37:05.637445+00:00,6d70254590b667cb7da999212c747b0e915c0b1f638aecd8d343519f31913b54,https://github.com/volzinnovation/wahl-monitor.de/blob/39f4d618fa04add948e5d2ba4477091db0656ef4/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,675383,1703,2660,318600,47.173233557847915,34376,5.089852720604457,108586,16.07769221315905,54587,8.082376962405036,56396,8.350224983453833,57377,8.495475900340992,441,18,17.64,0.72,frames/capture-029.png,
30,591a63a5f78085ff05f6d75f7ae2ed08d028817c,2026-09-06T18:42:35.835399+00:00,2026-09-06T20:42:35.835399+02:00,06.09.2026 20:16:24,2026-09-06T18:42:35.625013+00:00,6d70254590b667cb7da999212c747b0e915c0b1f638aecd8d343519f31913b54,https://github.com/volzinnovation/wahl-monitor.de/blob/591a63a5f78085ff05f6d75f7ae2ed08d028817c/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,675383,1703,2660,318600,47.173233557847915,34376,5.089852720604457,108586,16.07769221315905,54587,8.082376962405036,56396,8.350224983453833,57377,8.495475900340992,459,9,18.36,0.36,frames/capture-030.png,
31,25b1063001e3c81db0ed5c28c39329ce1f820b16,2026-09-06T18:45:16.709868+00:00,2026-09-06T20:45:16.709868+02:00,06.09.2026 20:36:20,2026-09-06T18:45:16.426062+00:00,c43e1c120c476d972df38f2b7d2260b8fc806346097ac0dbd2c6116374613ccd,https://github.com/volzinnovation/wahl-monitor.de/blob/25b1063001e3c81db0ed5c28c39329ce1f820b16/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,838111,1967,2660,387294,46.21034683949978,43101,5.142636237920753,136346,16.26825086414568,68980,8.23041339392992,72584,8.660428033995498,73319,8.748125248326296,468,10,18.72,0.4,frames/capture-031.png,
32,b1ec6280589a5b0749c67cec6276268e090c0255,2026-09-06T18:48:13.377443+00:00,2026-09-06T20:48:13.377443+02:00,06.09.2026 20:36:20,2026-09-06T18:48:13.103498+00:00,c43e1c120c476d972df38f2b7d2260b8fc806346097ac0dbd2c6116374613ccd,https://github.com/volzinnovation/wahl-monitor.de/blob/b1ec6280589a5b0749c67cec6276268e090c0255/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,838111,1967,2660,387294,46.21034683949978,43101,5.142636237920753,136346,16.26825086414568,68980,8.23041339392992,72584,8.660428033995498,73319,8.748125248326296,478,29,19.12,1.16,frames/capture-032.png,
33,938b1dc7326244e76da418f51b1b4edb090da66f,2026-09-06T18:57:00.608380+00:00,2026-09-06T20:57:00.608380+02:00,06.09.2026 20:51:28,2026-09-06T18:57:00.333969+00:00,0c61b30363270654b69cc0e41f96398f50967ae7378cbdb1d3d9de9195f68ee6,https://github.com/volzinnovation/wahl-monitor.de/blob/938b1dc7326244e76da418f51b1b4edb090da66f/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,924426,2095,2660,426833,46.17276017766701,47610,5.150222949159803,150586,16.2896759719004,76088,8.230837297955704,80096,8.664403640745716,80896,8.750943828927356,507,7,20.28,0.28,frames/capture-033.png,
34,6218983864c2bdf79746be3ce096d1fa5a4cbc04,2026-09-06T18:59:11.813756+00:00,2026-09-06T20:59:11.813756+02:00,06.09.2026 20:53:44,2026-09-06T18:59:11.542939+00:00,063300d300fee36d3479953e115740c50a19cc9db8a266cb8c8a4a6375e7a8c5,https://github.com/volzinnovation/wahl-monitor.de/blob/6218983864c2bdf79746be3ce096d1fa5a4cbc04/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,949882,2134,2660,436850,45.98992295885173,49120,5.171168629366595,155692,16.39066747238078,78412,8.254920084810534,82142,8.647600438791345,83570,8.797934901387752,514,20,20.56,0.8,frames/capture-034.png,
35,52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T19:05:08.774110+00:00,2026-09-06T21:05:08.774110+02:00,06.09.2026 21:00:37,2026-09-06T19:05:08.501573+00:00,06a2085b7ee89b29fa1c78eaaf67fb83eea83b0d745c97bd44e548a13cfbc383,https://github.com/volzinnovation/wahl-monitor.de/blob/52c22ef400b46584f7fd242cbd63bde9b2e8365b/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,977841,2173,2660,447383,45.752121254887044,50557,5.1702679679007115,160356,16.39898511107634,81322,8.316484990913656,85588,8.752752236815597,86516,8.84765519138592,534,18,21.36,0.72,frames/capture-035.png,
36,71f6ed3c34a57aa14ffc43e8bbd33b599599307b,2026-09-06T19:10:26.361861+00:00,2026-09-06T21:10:26.361861+02:00,06.09.2026 21:04:49,2026-09-06T19:10:26.142481+00:00,768ad36a06ce403b2222f5fdfe5c6be98043aa608b2a19c0b3aa071f0d067cfa,https://github.com/volzinnovation/wahl-monitor.de/blob/71f6ed3c34a57aa14ffc43e8bbd33b599599307b/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1002147,2210,2660,458269,45.728720437221284,51927,5.181575158135483,164994,16.464051681040804,83197,8.30187587250174,87270,8.708303272873142,88582,8.83922218995816,552,19,22.08,0.76,frames/capture-036.png,
37,fcb4b03cd6dbb099c3cdd555d4e5417bb87faca0,2026-09-06T19:16:09.938481+00:00,2026-09-06T21:16:09.938481+02:00,06.09.2026 21:11:16,2026-09-06T19:16:09.725928+00:00,ba9d0199b7e7b5f94aeb70a02043cb946a62acfd0d4b25528e0cce0fdcfa203e,https://github.com/volzinnovation/wahl-monitor.de/blob/fcb4b03cd6dbb099c3cdd555d4e5417bb87faca0/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1019462,2235,2660,464824,45.59502953518621,52803,5.1794966364611925,167772,16.456915510337804,84885,8.3264506180711,89487,8.777865187716658,90605,8.887530874127727,571,19,22.84,0.76,frames/capture-037.png,
38,f61a30cacd97a0d9c3510e54eef6a6b731dde4e6,2026-09-06T19:21:55.932151+00:00,2026-09-06T21:21:55.932151+02:00,06.09.2026 21:15:56,2026-09-06T19:21:55.667565+00:00,5cedddeef81ec6bd9e471de7c710b76987ada0601dd5407ba6150b264e07e071,https://github.com/volzinnovation/wahl-monitor.de/blob/f61a30cacd97a0d9c3510e54eef6a6b731dde4e6/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1032864,2256,2660,470040,45.50841156241287,53503,5.180062428354556,170680,16.524924869101838,85948,8.321327880534126,90663,8.777825541407195,91978,8.905141431979429,590,11,23.6,0.44,frames/capture-038.png,
39,16fa7518fdf8e4a7c49b195779c5b8aa95fed034,2026-09-06T19:25:27.926279+00:00,2026-09-06T21:25:27.926279+02:00,06.09.2026 21:15:56,2026-09-06T19:25:27.739132+00:00,5cedddeef81ec6bd9e471de7c710b76987ada0601dd5407ba6150b264e07e071,https://github.com/volzinnovation/wahl-monitor.de/blob/16fa7518fdf8e4a7c49b195779c5b8aa95fed034/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1032864,2256,2660,470040,45.50841156241287,53503,5.180062428354556,170680,16.524924869101838,85948,8.321327880534126,90663,8.777825541407195,91978,8.905141431979429,601,6,24.04,0.24,frames/capture-039.png,
40,0762de6a964c049fea546a203c823180783fd4e5,2026-09-06T19:27:05.847774+00:00,2026-09-06T21:27:05.847774+02:00,06.09.2026 21:20:49,2026-09-06T19:27:05.577512+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/0762de6a964c049fea546a203c823180783fd4e5/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,607,18,24.28,0.72,frames/capture-040.png,
41,cfa15b972a9270e41d62c4cb393d4cb3af7e37be,2026-09-06T19:32:37.842292+00:00,2026-09-06T21:32:37.842292+02:00,06.09.2026 21:20:49,2026-09-06T19:32:37.556252+00:00,cbfe34dfffeaefe036f6e0363459e63464b1e74f3af74577769801131b1a735f,https://github.com/volzinnovation/wahl-monitor.de/blob/cfa15b972a9270e41d62c4cb393d4cb3af7e37be/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1044954,2273,2660,474867,45.443818579573836,54106,5.177835579365216,172567,16.514315462690224,87212,8.346013317332629,92067,8.810627070665312,93219,8.920871157964848,625,3,25.0,0.12,frames/capture-041.png,
