key,level,name,party,vote_type,votes,valid_votes,share_percent,reported_precincts,total_precincts
lsa:GEMEINDE:15003000,GEMEINDE,"Magdeburg, Landeshauptstadt",GRÜNE,Zweitstimmen,22368,138521,16.14773211282044,218,218
lsa:GEMEINDE:15003000,GEMEINDE,"Magdeburg, Landeshauptstadt",GRÜNE,Erststimmen,6483,138457,4.682320142715789,218,218
lsa:GEMEINDE:15003000,GEMEINDE,"Magdeburg, Landeshauptstadt",Die Linke,Zweitstimmen,15313,138521,11.054641534496575,218,218
lsa:GEMEINDE:15003000,GEMEINDE,"Magdeburg, Landeshauptstadt",Die Linke,Erststimmen,24762,138457,17.88425287273305,218,218
lsa:GEMEINDE:15003000,GEMEINDE,"Magdeburg, Landeshauptstadt",BSW,Zweitstimmen,7104,138521,5.128464276174731,218,218
lsa:GEMEINDE:15003000,GEMEINDE,"Magdeburg, Landeshauptstadt",BSW,Erststimmen,6233,138457,4.501758668756365,218,218
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",AfD,Zweitstimmen,495,1054,46.963946869070206,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",AfD,Erststimmen,497,1055,47.10900473933649,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",CDU,Zweitstimmen,179,1054,16.98292220113852,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",CDU,Erststimmen,279,1055,26.445497630331754,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",SPD,Zweitstimmen,112,1054,10.62618595825427,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",SPD,Erststimmen,66,1055,6.2559241706161135,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",GRÜNE,Zweitstimmen,61,1054,5.787476280834914,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",GRÜNE,Erststimmen,26,1055,2.4644549763033177,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",Die Linke,Zweitstimmen,80,1054,7.590132827324478,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",Die Linke,Erststimmen,96,1055,9.09952606635071,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",BSW,Zweitstimmen,69,1054,6.546489563567363,4,4
lsa:GEMEINDE:15081026,GEMEINDE,"Apenburg-Winterfeld, Flecken",BSW,Erststimmen,59,1055,5.592417061611374,4,4
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",AfD,Zweitstimmen,1838,4200,43.76190476190476,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",AfD,Erststimmen,1807,4189,43.1367868226307,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",CDU,Zweitstimmen,771,4200,18.357142857142858,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",CDU,Erststimmen,1025,4189,24.468846980186203,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",SPD,Zweitstimmen,367,4200,8.738095238095237,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",SPD,Erststimmen,350,4189,8.355216042014801,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",GRÜNE,Zweitstimmen,252,4200,6.0,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",GRÜNE,Erststimmen,101,4189,2.411076629267128,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",Die Linke,Zweitstimmen,439,4200,10.452380952380953,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",Die Linke,Erststimmen,521,4189,12.43733587968489,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",BSW,Zweitstimmen,224,4200,5.333333333333333,17,17
lsa:GEMEINDE:15081030,GEMEINDE,"Arendsee (Altmark), Stadt",BSW,Erststimmen,226,4189,5.3950823585581285,17,17
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,AfD,Zweitstimmen,751,1875,40.053333333333335,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,AfD,Erststimmen,744,1874,39.701173959445036,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,CDU,Zweitstimmen,315,1875,16.8,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,CDU,Erststimmen,509,1874,27.161152614727854,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,SPD,Zweitstimmen,188,1875,10.026666666666667,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,SPD,Erststimmen,138,1874,7.363927427961579,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,GRÜNE,Zweitstimmen,218,1875,11.626666666666667,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,GRÜNE,Erststimmen,65,1874,3.4685165421558164,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,Die Linke,Zweitstimmen,188,1875,10.026666666666667,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,Die Linke,Erststimmen,267,1874,14.247598719316969,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,BSW,Zweitstimmen,103,1875,5.493333333333333,7,7
lsa:GEMEINDE:15081045,GEMEINDE,Beetzendorf,BSW,Erststimmen,88,1874,4.695837780149413,7,7
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,AfD,Zweitstimmen,369,891,41.41414141414141,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,AfD,Erststimmen,370,892,41.47982062780269,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,CDU,Zweitstimmen,169,891,18.967452300785634,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,CDU,Erststimmen,251,892,28.1390134529148,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,SPD,Zweitstimmen,93,891,10.437710437710438,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,SPD,Erststimmen,71,892,7.959641255605381,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,GRÜNE,Zweitstimmen,77,891,8.641975308641975,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,GRÜNE,Erststimmen,20,892,2.242152466367713,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,Die Linke,Zweitstimmen,85,891,9.539842873176207,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,Die Linke,Erststimmen,94,892,10.538116591928251,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,BSW,Zweitstimmen,52,891,5.836139169472503,3,3
lsa:GEMEINDE:15081095,GEMEINDE,Dähre,BSW,Erststimmen,46,892,5.15695067264574,3,3
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",AfD,Zweitstimmen,595,1442,41.262135922330096,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",AfD,Erststimmen,584,1440,40.55555555555556,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",CDU,Zweitstimmen,282,1442,19.55617198335645,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",CDU,Erststimmen,458,1440,31.805555555555557,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",SPD,Zweitstimmen,156,1442,10.818307905686547,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",SPD,Erststimmen,111,1440,7.708333333333333,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",GRÜNE,Zweitstimmen,121,1442,8.39112343966713,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",GRÜNE,Erststimmen,37,1440,2.5694444444444446,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",Die Linke,Zweitstimmen,124,1442,8.599167822468793,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",Die Linke,Erststimmen,128,1440,8.88888888888889,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",BSW,Zweitstimmen,72,1442,4.993065187239944,2,2
lsa:GEMEINDE:15081105,GEMEINDE,"Diesdorf, Flecken",BSW,Erststimmen,68,1440,4.722222222222222,2,2
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",AfD,Zweitstimmen,5780,13705,42.174388909157244,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",AfD,Erststimmen,5693,13703,41.545646938626575,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",CDU,Zweitstimmen,2369,13705,17.2856621670923,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",CDU,Erststimmen,3617,13703,26.395679778150768,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",SPD,Zweitstimmen,1548,13705,11.295147756293323,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",SPD,Erststimmen,1113,13703,8.122308983434284,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",GRÜNE,Zweitstimmen,986,13705,7.194454578620941,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",GRÜNE,Erststimmen,305,13703,2.2257899729986135,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",Die Linke,Zweitstimmen,1245,13705,9.084275811747537,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",Die Linke,Erststimmen,1434,13703,10.464861709114793,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",BSW,Zweitstimmen,754,13705,5.501641736592484,40,40
lsa:GEMEINDE:15081135,GEMEINDE,"Gardelegen, Hansestadt",BSW,Erststimmen,803,13703,5.860030650222579,40,40
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,AfD,Zweitstimmen,532,1037,51.301832208293156,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,AfD,Erststimmen,482,1037,46.48023143683703,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,CDU,Zweitstimmen,172,1037,16.586306653809064,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,CDU,Erststimmen,299,1037,28.833172613307617,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,SPD,Zweitstimmen,80,1037,7.714561234329797,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,SPD,Erststimmen,70,1037,6.750241080038573,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,GRÜNE,Zweitstimmen,68,1037,6.557377049180328,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,GRÜNE,Erststimmen,25,1037,2.4108003857280615,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,Die Linke,Zweitstimmen,78,1037,7.521697203471552,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,Die Linke,Erststimmen,80,1037,7.714561234329797,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,BSW,Zweitstimmen,44,1037,4.243008678881389,6,6
lsa:GEMEINDE:15081225,GEMEINDE,Jübar,BSW,Erststimmen,42,1037,4.050144648023144,6,6
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",AfD,Zweitstimmen,2000,4562,43.84042086804033,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",AfD,Erststimmen,1991,4559,43.67185786356657,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",CDU,Zweitstimmen,828,4562,18.149934239368697,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",CDU,Erststimmen,1173,4559,25.729326606711997,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",SPD,Zweitstimmen,416,4562,9.118807540552389,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",SPD,Erststimmen,295,4559,6.470717262557579,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",GRÜNE,Zweitstimmen,320,4562,7.014467338886453,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",GRÜNE,Erststimmen,110,4559,2.4128098267163853,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",Die Linke,Zweitstimmen,439,4562,9.622972380534852,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",Die Linke,Erststimmen,547,4559,11.998245229216934,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",BSW,Zweitstimmen,274,4562,6.006137658921526,18,18
lsa:GEMEINDE:15081240,GEMEINDE,"Kalbe (Milde), Stadt",BSW,Erststimmen,266,4559,5.834612853695986,18,18
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",AfD,Zweitstimmen,2520,6288,40.0763358778626,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",AfD,Erststimmen,2462,6284,39.178866963717375,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",CDU,Zweitstimmen,1201,6288,19.099872773536894,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",CDU,Erststimmen,1619,6284,25.76384468491407,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",SPD,Zweitstimmen,746,6288,11.863867684478372,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",SPD,Erststimmen,504,6284,8.020369191597709,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",GRÜNE,Zweitstimmen,460,6288,7.315521628498728,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",GRÜNE,Erststimmen,156,6284,2.482495225970719,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",Die Linke,Zweitstimmen,598,6288,9.510178117048346,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",Die Linke,Erststimmen,1000,6284,15.913430935709739,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",BSW,Zweitstimmen,324,6288,5.152671755725191,19,19
lsa:GEMEINDE:15081280,GEMEINDE,"Klötze, Stadt",BSW,Erststimmen,301,6284,4.7899427116486315,19,19
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,AfD,Zweitstimmen,332,700,47.42857142857143,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,AfD,Erststimmen,334,699,47.78254649499285,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,CDU,Zweitstimmen,129,700,18.428571428571427,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,CDU,Erststimmen,162,699,23.175965665236053,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,SPD,Zweitstimmen,46,700,6.571428571428571,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,SPD,Erststimmen,46,699,6.580829756795422,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,GRÜNE,Zweitstimmen,57,700,8.142857142857142,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,GRÜNE,Erststimmen,22,699,3.1473533619456364,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,Die Linke,Zweitstimmen,51,700,7.285714285714286,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,Die Linke,Erststimmen,61,699,8.726752503576538,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,BSW,Zweitstimmen,39,700,5.571428571428571,4,4
lsa:GEMEINDE:15081290,GEMEINDE,Kuhfelde,BSW,Erststimmen,39,699,5.579399141630901,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,AfD,Zweitstimmen,340,679,50.07363770250368,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,AfD,Erststimmen,341,682,50.0,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,CDU,Zweitstimmen,118,679,17.378497790868924,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,CDU,Erststimmen,163,682,23.900293255131963,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,SPD,Zweitstimmen,49,679,7.216494845360825,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,SPD,Erststimmen,51,682,7.478005865102639,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,GRÜNE,Zweitstimmen,59,679,8.689248895434462,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,GRÜNE,Erststimmen,13,682,1.906158357771261,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,Die Linke,Zweitstimmen,44,679,6.480117820324006,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,Die Linke,Erststimmen,54,682,7.9178885630498534,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,BSW,Zweitstimmen,36,679,5.3019145802650955,4,4
lsa:GEMEINDE:15081440,GEMEINDE,Rohrberg,BSW,Erststimmen,29,682,4.252199413489736,4,4
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",AfD,Zweitstimmen,5393,13506,39.93040130312454,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",AfD,Erststimmen,5364,13490,39.76278724981468,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",CDU,Zweitstimmen,2232,13506,16.525988449577966,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",CDU,Erststimmen,3380,13490,25.055596738324684,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",SPD,Zweitstimmen,1482,13506,10.972900932918703,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",SPD,Erststimmen,1047,13490,7.7613046701260195,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",GRÜNE,Zweitstimmen,1109,13506,8.21116540796683,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",GRÜNE,Erststimmen,366,13490,2.7131208302446255,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",Die Linke,Zweitstimmen,1639,13506,12.135347253072709,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",Die Linke,Erststimmen,2101,13490,15.574499629355078,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",BSW,Zweitstimmen,765,13506,5.664149266992448,25,25
lsa:GEMEINDE:15081455,GEMEINDE,"Salzwedel, Hansestadt",BSW,Erststimmen,707,13490,5.240919199406968,25,25
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,AfD,Zweitstimmen,262,565,46.3716814159292,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,AfD,Erststimmen,255,565,45.13274336283186,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,CDU,Zweitstimmen,93,565,16.460176991150444,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,CDU,Erststimmen,148,565,26.194690265486727,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,SPD,Zweitstimmen,46,565,8.141592920353983,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,SPD,Erststimmen,37,565,6.548672566371682,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,GRÜNE,Zweitstimmen,62,565,10.973451327433628,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,GRÜNE,Erststimmen,23,565,4.070796460176991,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,Die Linke,Zweitstimmen,38,565,6.725663716814159,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,Die Linke,Erststimmen,55,565,9.734513274336283,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,BSW,Zweitstimmen,23,565,4.070796460176991,3,3
lsa:GEMEINDE:15081545,GEMEINDE,Wallstawe,BSW,Erststimmen,23,565,4.070796460176991,3,3
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",AfD,Zweitstimmen,2181,4635,47.055016181229774,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",AfD,Erststimmen,2273,4613,49.27379145892044,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",CDU,Zweitstimmen,836,4635,18.036677454153182,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",CDU,Erststimmen,1044,4613,22.631693041404727,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",SPD,Zweitstimmen,357,4635,7.702265372168285,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",SPD,Erststimmen,294,4613,6.373292867981791,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",GRÜNE,Zweitstimmen,247,4635,5.329018338727076,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",GRÜNE,Erststimmen,108,4613,2.341209624972903,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",Die Linke,Zweitstimmen,372,4635,8.025889967637541,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",Die Linke,Erststimmen,478,4613,10.362020377194884,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",BSW,Zweitstimmen,262,4635,5.652642934196332,10,10
lsa:GEMEINDE:15082005,GEMEINDE,"Aken (Elbe), Stadt",BSW,Erststimmen,,4613,,10,10
lsa:GEMEINDE:15082015,GEMEINDE,"Bitterfeld-Wolfen, Stadt",AfD,Zweitstimmen,10517,21421,49.09668082722562,31,31
lsa:GEMEINDE:15082015,GEMEINDE,"Bitterfeld-Wolfen, Stadt",AfD,Erststimmen,11013,21389,51.489083173593905,31,31
lsa:GEMEINDE:15082015,GEMEINDE,"Bitterfeld-Wolfen, Stadt",CDU,Zweitstimmen,3589,21421,16.75458662060595,31,31
lsa:GEMEINDE:15082015,GEMEINDE,"Bitterfeld-Wolfen, Stadt",CDU,Erststimmen,4314,21389,20.16924587404741,31,31
lsa:GEMEINDE:15082015,GEMEINDE,"Bitterfeld-Wolfen, Stadt",SPD,Zweitstimmen,1721,21421,8.03417207413286,31,31
