AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen
08118059,Oberriexingen-_Stadt,2412,,,,2181,,22,2159,887,318,281,106,400,90,23,28,,,10,16,,,,,,,,,,15,2166,761,305,271,139,416,103,15,26,23,9,6,8,1,0,1,82,,,,,
08118060,Oberstenfeld,5448,,,,4692,,26,4666,2093,673,446,156,864,178,45,134,,,49,28,,,,,,,,,,18,4674,1763,645,462,305,929,188,24,87,46,18,27,8,9,0,5,158,,,,,
08118063,Pleidelsheim,4104,,,,3472,,28,3444,1408,536,391,109,636,218,27,69,,,42,8,,,,,,,,,,12,3460,1197,531,396,163,662,204,17,35,35,13,23,2,5,1,8,168,,,,,
08118067,Schwieberdingen,7478,,,,6488,,31,6457,2576,923,851,318,1160,312,39,125,,,120,33,,,,,,,,,,22,6466,2282,951,782,398,1189,348,12,83,64,23,68,13,9,3,7,234,,,,,
08118068,Sersheim,3796,,,,3276,,17,3259,1238,443,447,163,643,170,36,77,,,24,18,,,,,,,,,,17,3259,1081,463,432,203,665,174,14,61,22,19,19,10,6,0,4,86,,,,,
08118070,Steinheim_an_der_Murr-_Stadt,8367,,,,7179,,27,7152,3092,1083,817,235,1237,299,69,193,,,96,31,,,,,,,,,,30,7149,2604,1058,878,399,1330,340,37,109,40,19,52,19,7,1,9,247,,,,,
08118071,Tamm-_Stadt,8842,,,,7677,,57,7620,2919,1163,982,272,1494,350,73,176,,,117,74,,,,,,,,,,38,7639,2606,1107,1016,428,1522,357,39,105,54,37,58,25,13,22,6,244,,,,,
08118073,Vaihingen_an_der_Enz-_Stadt,19780,,,,17082,,140,16942,6552,2280,2587,827,3092,871,166,320,,,162,85,,,,,,,,,,98,16984,5668,2428,2418,1066,3104,950,76,230,152,76,109,42,24,3,27,611,,,,,
08118074,Walheim,2370,,,,1983,,12,1971,759,261,253,69,349,116,21,81,,,46,16,,,,,,,,,,10,1973,607,266,282,104,366,116,9,58,21,7,22,11,3,2,1,98,,,,,
08118076,Sachsenheim-_Stadt,12848,,,,10887,,88,10799,4241,1598,1175,408,2243,600,106,257,,,126,45,,,,,,,,,,70,10817,3673,1506,1197,604,2335,556,55,144,83,38,66,33,26,1,22,478,,,,,
08118077,Ingersheim,4398,,,,3767,,33,3734,1465,578,398,156,733,215,25,104,,,49,11,,,,,,,,,,17,3750,1268,566,422,228,749,225,20,52,26,16,19,7,4,1,4,143,,,,,
08118078,Freiberg_am_Neckar-_Stadt,11254,,,,9705,,47,9658,3917,1611,1186,394,1549,520,66,222,,,155,38,,,,,,,,,,29,9676,3218,1586,1229,620,1663,601,35,148,73,46,86,15,13,5,8,330,,,,,
08118079,Bietigheim-Bissingen-_Stadt,28241,,,,23426,,199,23227,8694,3557,3074,860,4519,1417,212,453,,,340,101,,,,,,,,,,141,23285,7232,3349,3233,1406,4726,1459,86,264,156,98,167,35,26,7,18,1023,,,,,
08118080,Korntal-Münchingen-_Stadt,13114,,,,11378,,54,11324,4608,1574,2018,621,1533,537,77,196,,,95,65,,,,,,,,,,31,11347,4029,1676,1864,784,1563,650,44,122,67,37,83,27,29,4,6,362,,,,,
08118081,Remseck_am_Neckar-_Stadt,17441,,,,14931,,82,14849,5526,2112,2072,829,2891,815,118,293,,,132,61,,,,,,,,,,59,14872,4862,2166,1900,1035,2875,860,58,178,108,45,94,24,9,6,13,639,,,,,
08119001,Alfdorf,5412,,,,4599,,24,4575,1854,546,384,192,1194,160,78,167,,,,,,,,,,,,,,14,4585,1610,501,392,249,1224,174,36,92,53,16,9,9,18,2,2,198,,,,,
08119003,Allmersbach_im_Tal,3680,,,,3131,,27,3104,1162,492,334,149,728,142,,71,,24,,,,2,,,,,,,,13,3118,1019,423,338,201,720,141,20,32,26,11,20,4,18,0,5,140,,,,,
08119004,Althütte,3251,,,,2803,,23,2780,868,414,270,121,862,115,,73,,51,,,,6,,,,,,,,7,2796,769,350,274,173,866,132,11,39,31,21,8,5,16,1,15,85,,,,,
08119006,Auenwald,5184,,,,4458,,33,4425,1749,649,366,194,1122,175,,106,,60,,,,4,,,,,,,,14,4444,1503,573,405,266,1133,199,20,64,46,17,22,12,9,0,10,165,,,,,
08119008,Backnang-_Stadt,23831,,,,19415,,195,19220,6334,3381,2429,888,4439,1134,,386,,213,,,,16,,,,,,,,95,19320,5560,2888,2437,1136,4409,1255,65,190,153,92,117,37,51,9,59,862,,,,,
08119018,Burgstetten,2667,,,,2322,,19,2303,829,383,304,110,470,116,,43,,47,,,,1,,,,,,,,16,2306,739,319,321,126,475,139,5,23,15,19,13,10,2,1,4,95,,,,,
08119020,Fellbach-_Stadt,28380,,,,23694,,172,23522,8800,4082,3535,1448,3437,1440,224,556,,,,,,,,,,,,,,111,23583,7891,3612,3453,1627,3574,1560,77,269,192,94,191,43,43,17,21,919,,,,,
08119024,Großerlach,1981,,,,1551,,19,1532,473,176,114,71,542,87,,41,,25,,,,3,,,,,,,,7,1544,406,156,120,83,530,82,16,21,25,12,7,8,2,0,0,76,,,,,
08119037,Kaisersbach,1827,,,,1588,,10,1578,693,159,132,93,378,49,21,53,,,,,,,,,,,,,,8,1580,599,154,136,114,392,43,10,42,22,5,4,1,3,0,4,51,,,,,
08119038,Kirchberg_an_der_Murr,2894,,,,2513,,18,2495,901,358,280,100,633,105,,73,,40,,,,5,,,,,,,,7,2506,808,291,286,134,644,130,16,32,10,12,23,5,14,1,6,94,,,,,
08119041,Korb,7622,,,,6475,,46,6429,2737,1000,742,422,1012,266,61,189,,,,,,,,,,,,,,33,6442,2467,862,770,482,1060,316,34,84,52,19,28,10,15,7,4,232,,,,,
08119042,Leutenbach,8156,,,,6932,,35,6897,2614,1186,860,323,1270,354,77,213,,,,,,,,,,,,,,32,6900,2298,1051,847,423,1341,405,27,109,65,26,41,11,16,1,13,226,,,,,
08119044,Murrhardt-_Stadt,9566,,,,7462,,71,7391,2339,1212,830,311,1969,437,,185,,97,,,,11,,,,,,,,41,7421,2114,1044,772,340,1936,476,34,107,71,37,38,17,19,2,7,407,,,,,
08119053,Oppenweiler,3065,,,,2646,,27,2619,995,434,318,116,520,130,,70,,34,,,,2,,,,,,,,6,2640,858,393,345,152,514,135,24,30,26,10,19,9,7,1,2,115,,,,,
08119055,Plüderhausen,6638,,,,5594,,35,5559,2105,930,464,311,1235,293,86,135,,,,,,,,,,,,,,29,5565,1807,798,500,395,1270,330,39,69,43,12,31,16,16,2,7,230,,,,,
08119061,Rudersberg,8217,,,,6935,,39,6896,2648,910,631,386,1743,289,78,211,,,,,,,,,,,,,,30,6905,2316,829,613,480,1744,357,35,126,62,16,31,14,15,0,10,257,,,,,
08119067,Schorndorf-_Stadt,28025,,,,23243,,170,23073,8207,4149,2796,1194,4664,1382,280,401,,,,,,,,,,,,,,136,23107,7319,3471,2908,1455,4634,1465,91,213,219,91,145,39,49,8,24,976,,,,,
08119068,Schwaikheim,6623,,,,5659,,35,5624,2078,1062,829,330,854,290,55,126,,,,,,,,,,,,,,24,5635,1810,936,825,373,893,342,32,75,57,32,31,8,7,2,10,202,,,,,
08119069,Spiegelberg,1620,,,,1376,,14,1362,405,184,106,58,484,71,,30,,22,,,,2,,,,,,,,16,1360,359,152,98,71,484,64,10,17,19,7,8,8,1,1,2,59,,,,,
08119075,Sulzbach_an_der_Murr,3620,,,,2967,,19,2948,1046,443,297,147,752,132,,83,,45,,,,3,,,,,,,,13,2954,890,391,292,183,760,157,13,45,23,17,28,10,7,0,5,133,,,,,
08119076,Urbach,6485,,,,5551,,32,5519,2065,941,680,281,1042,296,55,159,,,,,,,,,,,,,,24,5527,1847,854,679,317,1077,310,29,78,56,23,25,12,10,1,0,209,,,,,
08119079,Waiblingen-_Stadt,35052,,,,28837,,181,28656,10281,5742,3385,1572,4955,1691,296,734,,,,,,,,,,,,,,118,28719,9102,4481,3801,1912,5120,1869,132,337,270,99,189,52,37,13,42,1263,,,,,
08119083,Weissach_im_Tal,5510,,,,4683,,30,4653,1724,787,482,237,1060,180,,109,,67,,,,7,,,,,,,,16,4667,1490,699,465,356,1068,204,18,45,49,28,26,16,4,2,7,190,,,,,
08119084,Welzheim-_Stadt,7755,,,,6386,,33,6353,2305,934,581,312,1583,337,97,204,,,,,,,,,,,,,,23,6363,2026,814,601,355,1651,358,51,91,69,32,35,19,15,2,8,236,,,,,
08119085,Winnenden-_Stadt,19168,,,,15943,,100,15843,5948,2798,1872,884,2871,856,188,426,,,,,,,,,,,,,,68,15875,5254,2364,1965,1092,2961,930,78,213,133,67,94,33,32,6,27,626,,,,,
08119086,Winterbach,5596,,,,4917,,38,4879,1818,805,797,262,809,207,63,118,,,,,,,,,,,,,,25,4892,1623,741,756,316,845,228,26,50,43,21,45,4,7,3,2,182,,,,,
08119087,Aspach,5816,,,,4951,,37,4914,1864,755,501,233,1156,212,,130,,57,,,,6,,,,,,,,24,4927,1642,627,563,301,1160,228,24,74,45,21,27,12,17,3,2,181,,,,,
08119089,Berglen,5057,,,,4440,,17,4423,1696,640,383,251,1041,181,65,166,,,,,,,,,,,,,,12,4428,1527,523,423,287,1057,190,36,84,66,28,20,10,20,1,7,149,,,,,
08119090,Remshalden,9997,,,,8725,,46,8679,3401,1385,1111,597,1434,437,92,222,,,,,,,,,,,,,,25,8700,3062,1231,1139,669,1480,480,42,104,74,37,54,12,17,3,11,285,,,,,
08119091,Weinstadt-_Stadt,18831,,,,16308,,114,16194,6577,2752,2262,1012,2269,752,147,423,,,,,,,,,,,,,,77,16231,5825,2414,2332,1190,2462,862,58,216,123,48,130,20,25,8,17,501,,,,,
08119093,Kernen_im_Remstal,10851,,,,9137,,100,9037,3396,1573,1258,649,1376,445,129,211,,,,,,,,,,,,,,79,9058,2968,1348,1356,749,1440,512,60,98,87,39,58,16,28,3,6,290,,,,,
08121000,Heilbronn-_Stadt,74039,,,,56925,,532,56393,18315,9118,5705,3196,13131,4646,494,834,,,683,,,120,151,,,,,,,378,56547,15056,8681,6230,3650,13321,4689,241,475,553,315,412,97,66,44,49,2668,,,,,
08125001,Abstatt,3538,,,,3094,,19,3075,1201,445,289,139,688,128,30,106,,,31,18,,,,,,,,,,12,3082,1049,407,313,211,706,136,15,54,39,15,15,10,4,0,4,104,,,,,
08125005,Bad_Friedrichshall-_Stadt,12705,,,,10217,,105,10112,3337,1521,793,470,2852,562,93,320,,,97,,,28,39,,,,,,,76,10141,2787,1448,838,555,2895,613,56,181,122,44,58,8,18,7,16,495,,,,,
08125006,Bad_Rappenau-_Stadt,16008,,,,13399,,113,13286,4756,1857,920,624,3844,578,135,369,,,127,,,17,59,,,,,,,89,13310,4026,1742,995,725,3930,623,64,228,142,51,92,59,17,5,21,590,,,,,
08125007,Bad_Wimpfen-_Stadt,5124,,,,4291,,45,4246,1561,759,452,241,837,223,48,65,,,45,,,5,10,,,,,,,29,4262,1332,690,514,268,873,253,31,44,31,11,28,9,11,1,5,161,,,,,
08125008,Beilstein-_Stadt,4474,,,,3909,,23,3886,1535,559,493,218,759,133,39,86,,,46,18,,,,,,,,,,19,3890,1314,527,509,330,799,162,17,38,46,2,21,11,9,1,4,100,,,,,
08125013,Brackenheim-_Stadt,11550,,,,9902,,75,9827,3675,1263,1010,439,2347,496,107,315,,,127,48,,,,,,,,,,62,9840,3056,1235,1066,706,2439,498,53,165,92,41,75,21,18,2,12,361,,,,,
08125017,Cleebronn,2005,,,,1707,,6,1701,731,187,154,86,391,70,18,37,,,16,11,,,,,,,,,,4,1703,604,186,160,172,403,69,4,28,10,4,12,3,4,0,1,43,,,,,
08125021,Eberstadt,2349,,,,2038,,16,2022,755,331,173,103,467,102,21,41,,,17,,,5,7,,,,,,,9,2029,627,313,191,137,489,115,11,20,20,8,12,2,10,0,3,71,,,,,
08125024,Ellhofen,2746,,,,2369,,15,2354,915,350,206,108,494,152,20,69,,,28,,,1,11,,,,,,,12,2357,730,327,246,158,515,136,14,42,25,13,15,9,1,1,2,123,,,,,
08125026,Eppingen-_Stadt,15233,,,,12648,,110,12538,4021,2285,770,554,3715,573,105,296,,,106,,,21,92,,,,,,,92,12556,3705,1635,970,731,3770,667,71,195,128,50,66,27,43,5,32,461,,,,,
08125027,Erlenbach,3709,,,,3241,,23,3218,1491,398,233,206,606,140,29,68,,,37,,,1,9,,,,,,,15,3226,1303,357,276,242,629,161,15,43,36,10,24,7,4,0,5,114,,,,,
08125030,Flein,5469,,,,4858,,28,4830,2007,755,502,254,795,243,47,136,,,58,33,,,,,,,,,,17,4841,1709,710,563,408,820,245,20,59,47,18,30,15,8,1,7,181,,,,,
08125034,Gemmingen,3772,,,,3190,,29,3161,1038,556,244,189,813,159,40,74,,,34,,,3,11,,,,,,,23,3167,913,439,261,249,814,179,20,57,37,25,27,5,9,0,2,130,,,,,
08125038,Güglingen-_Stadt,3793,,,,3103,,29,3074,1046,427,262,138,856,155,51,86,,,35,18,,,,,,,,,,16,3087,865,395,272,190,886,163,22,54,41,20,20,14,17,1,2,125,,,,,
08125039,Gundelsheim-_Stadt,5207,,,,4491,,40,4451,1896,650,313,206,1005,172,63,95,,,36,,,5,10,,,,,,,23,4468,1633,607,343,260,1036,204,34,61,48,25,27,10,5,0,4,171,,,,,
08125046,Ilsfeld,6635,,,,5842,,42,5800,2457,737,576,269,1147,261,97,145,,,71,40,,,,,,,,,,26,5816,2084,709,630,444,1195,261,51,92,53,24,38,16,5,4,6,204,,,,,
08125047,Ittlingen,1754,,,,1482,,10,1472,548,230,116,63,391,63,13,25,,,17,,,1,5,,,,,,,5,1477,480,205,130,94,379,69,5,13,14,8,9,5,6,1,1,58,,,,,
08125048,Jagsthausen,1011,,,,861,,4,857,286,138,95,39,206,43,16,23,,,9,,,1,1,,,,,,,4,857,251,139,91,44,205,51,6,18,15,5,5,2,2,0,1,22,,,,,
08125049,Kirchardt,3906,,,,3103,,34,3069,1098,388,174,141,1013,123,42,66,,,13,,,2,9,,,,,,,30,3073,949,338,187,181,1024,130,27,42,36,12,10,8,8,1,2,118,,,,,
08125056,Lauffen_am_Neckar-_Stadt,7872,,,,6538,,32,6506,2389,1103,848,261,1172,350,109,148,,,90,36,,,,,,,,,,23,6515,1978,1017,921,453,1219,392,56,74,45,32,47,27,11,5,8,230,,,,,
08125057,Lehrensteinsfeld,1999,,,,1776,,11,1765,624,288,208,86,382,77,21,55,,,18,,,3,3,,,,,,,8,1768,531,271,239,115,376,78,14,38,17,5,5,2,7,0,4,66,,,,,
08125058,Leingarten-_Stadt,8273,,,,7103,,46,7057,2649,1152,779,327,1435,296,92,205,,,73,49,,,,,,,,,,23,7080,2263,1118,746,526,1472,349,44,103,66,42,48,8,11,1,1,282,,,,,
08125059,Löwenstein-_Stadt,2483,,,,2046,,16,2030,717,300,205,113,467,118,26,40,,,29,,,4,11,,,,,,,9,2037,603,290,227,147,481,108,17,30,26,11,13,6,1,0,5,72,,,,,
08125061,Massenbachhausen,2543,,,,2131,,20,2111,861,287,90,105,579,92,26,40,,,12,,,1,18,,,,,,,12,2119,758,252,100,134,596,98,14,29,18,6,13,6,4,0,0,91,,,,,
08125063,Möckmühl-_Stadt,5487,,,,4401,,47,4354,1390,583,329,168,1414,218,41,151,,,33,,,10,17,,,,,,,39,4362,1145,546,361,215,1428,229,19,101,28,24,31,5,15,2,6,207,,,,,
08125065,Neckarsulm-_Stadt,16317,,,,13076,,116,12960,4482,2221,1073,611,3197,790,125,262,,,135,,,19,45,,,,,,,90,12986,3787,2097,1161,755,3207,812,60,149,112,63,79,13,19,5,17,650,,,,,
08125066,Neckarwestheim,2772,,,,2381,,13,2368,998,307,146,118,552,110,31,69,,,26,11,,,,,,,,,,9,2372,839,289,168,188,582,107,22,32,24,8,16,2,4,1,1,89,,,,,
08125068,Neudenau-_Stadt,3889,,,,3314,,25,3289,1319,407,245,144,826,169,31,109,,,34,,,2,3,,,,,,,13,3301,1112,404,286,175,864,172,16,67,36,14,21,3,3,0,1,127,,,,,
08125069,Neuenstadt_am_Kocher-_Stadt,7211,,,,6175,,36,6139,2322,820,394,306,1713,254,62,179,,,64,,,5,20,,,,,,,28,6147,1988,767,471,355,1745,260,29,97,64,32,32,6,13,0,9,279,,,,,
08125074,Nordheim,5998,,,,5221,,37,5184,1957,758,490,205,1166,247,74,186,,,69,32,,,,,,,,,,32,5189,1702,723,525,308,1218,260,28,95,42,25,24,12,9,2,8,208,,,,,
08125078,Oedheim,4644,,,,3997,,29,3968,1666,554,299,137,949,164,40,110,,,26,,,10,13,,,,,,,23,3974,1402,519,321,219,982,195,18,78,35,11,17,3,3,1,8,162,,,,,
08125079,Offenau,1923,,,,1647,,19,1628,562,233,123,73,430,119,15,41,,,23,,,3,6,,,,,,,12,1635,491,223,146,93,432,109,8,30,12,4,14,5,0,1,4,63,,,,,
08125081,Pfaffenhofen,1664,,,,1377,,4,1373,483,168,101,54,435,63,17,28,,,14,10,,,,,,,,,,5,1372,388,174,89,79,451,59,9,20,19,5,12,8,10,0,2,47,,,,,
08125084,Roigheim,991,,,,821,,7,814,303,97,56,37,247,40,6,18,,,4,,,3,3,,,,,,,8,813,258,88,50,43,254,46,0,9,8,3,1,0,1,0,2,50,,,,,
08125086,Schwaigern-_Stadt,8084,,,,6937,,43,6894,2520,1089,675,429,1491,355,103,142,,,51,,,6,33,,,,,,,42,6895,2128,1030,702,562,1509,331,57,87,81,32,45,15,34,2,14,266,,,,,
08125087,Siegelsbach,1154,,,,1017,,9,1008,357,150,52,54,301,46,14,24,,,4,,,3,3,,,,,,,6,1011,325,128,61,56,312,41,3,13,14,4,4,2,2,0,1,45,,,,,
08125094,Talheim,3794,,,,3358,,16,3342,1441,434,341,147,674,129,39,69,,,58,10,,,,,,,,,,12,3346,1209,421,371,249,697,142,20,40,31,8,25,6,7,0,1,119,,,,,
08125096,Untereisesheim,3015,,,,2597,,20,2577,884,506,179,110,611,152,33,65,,,26,,,4,7,,,,,,,19,2578,749,461,195,145,608,161,14,37,25,9,16,8,0,1,5,144,,,,,
08125098,Untergruppenbach,6247,,,,5360,,36,5324,2092,891,572,222,1021,233,43,162,,,65,23,,,,,,,,,,22,5338,1797,841,585,389,1075,232,25,51,50,21,35,8,11,1,7,210,,,,,
08125102,Weinsberg-_Stadt,8894,,,,7423,,87,7336,2619,1086,835,399,1515,514,54,181,,,103,,,8,22,,,,,,,65,7358,2153,1036,900,517,1552,514,21,112,70,32,65,12,14,2,9,349,,,,,
08125103,Widdern-_Stadt,1199,,,,1027,,8,1019,373,143,79,43,280,39,15,32,,,11,,,1,3,,,,,,,6,1021,303,139,91,55,287,36,14,18,19,10,7,1,1,1,2,37,,,,,
08125107,Wüstenrot,5093,,,,4198,,30,4168,1422,601,307,172,1243,187,65,120,,,26,,,4,21,,,,,,,24,4174,1204,573,332,246,1250,189,28,71,58,30,12,4,4,3,7,163,,,,,
08125108,Zaberfeld,3014,,,,2602,,14,2588,857,318,193,100,852,113,35,78,,,30,12,,,,,,,,,,8,2594,745,292,221,135,846,112,21,45,36,16,18,6,9,2,5,85,,,,,
08125110,Obersulm,10081,,,,8528,,70,8458,3052,1393,882,453,1834,428,77,208,,,93,,,10,28,,,,,,,46,8482,2515,1365,957,574,1887,449,49,144,101,31,49,18,14,1,63,265,,,,,
08125111,Hardthausen_am_Kocher,3149,,,,2812,,19,2793,1031,319,201,128,824,94,30,122,,,33,,,3,8,,,,,,,12,2800,865,324,218,165,873,100,19,69,23,13,21,7,13,0,1,89,,,,,
08125113,Langenbrettach,2873,,,,2528,,17,2511,995,256,211,145,683,92,12,84,,,23,,,4,6,,,,,,,9,2519,827,279,217,162,716,105,8,51,23,16,9,6,11,2,3,84,,,,,
08126011,Bretzfeld,9487,,,,8004,,38,7966,2929,1090,693,300,2103,356,66,277,,73,79,,,,,,,,,,,35,7969,2474,1027,699,398,2200,395,26,157,78,40,63,16,42,4,12,338,,,,,
08126020,Dörzbach,1873,,,,1648,,7,1641,656,223,97,85,422,61,11,59,,14,13,,,,,,,,,,,17,1631,566,210,100,98,429,70,12,32,15,4,9,3,5,1,2,75,,,,,
08126028,Forchtenberg-_Stadt,3872,,,,3312,,32,3280,1177,451,276,159,913,120,19,113,,27,25,,,,,,,,,,,22,3290,1079,397,276,183,939,139,12,66,27,19,33,11,5,0,3,101,,,,,
08126039,Ingelfingen-_Stadt,4068,,,,3448,,25,3423,1328,464,290,202,769,174,29,109,,34,24,,,,,,,,,,,15,3433,1194,432,285,224,803,169,12,70,34,17,21,8,7,0,8,149,,,,,
08126045,Krautheim-_Stadt,3303,,,,2830,,27,2803,1249,284,165,155,715,94,23,89,,14,15,,,,,,,,,,,19,2811,1158,298,164,128,741,101,9,50,21,8,11,9,4,0,5,104,,,,,
08126046,Künzelsau-_Stadt,10629,,,,8633,,48,8585,3112,1159,713,433,2320,433,76,160,,121,58,,,,,,,,,,,39,8594,2651,1066,758,524,2424,480,39,86,67,35,46,14,12,3,16,373,,,,,
08126047,Kupferzell,4565,,,,3874,,27,3847,1408,628,325,243,865,178,33,99,,45,23,,,,,,,,,,,20,3854,1287,532,333,254,910,210,22,56,25,24,15,9,8,2,4,163,,,,,
08126056,Mulfingen,2807,,,,2475,,18,2457,1210,318,189,116,460,68,11,61,,8,16,,,,,,,,,,,10,2465,1116,257,193,128,499,106,4,37,17,8,14,3,2,0,4,77,,,,,
08126058,Neuenstein-_Stadt,4806,,,,4088,,32,4056,1512,600,402,187,917,168,35,153,,41,41,,,,,,,,,,,23,4065,1322,563,405,236,969,195,16,62,49,22,30,9,8,4,9,166,,,,,
08126060,Niedernhall-_Stadt,2852,,,,2427,,20,2407,793,401,193,141,600,118,30,81,,20,30,,,,,,,,,,,11,2416,671,370,193,151,648,128,9,38,25,8,30,5,6,1,5,128,,,,,
08126066,Öhringen-_Stadt,17757,,,,14220,,106,14114,4638,2170,1431,656,3776,648,98,429,,138,130,,,,,,,,,,,88,14132,4035,1886,1420,805,3916,766,50,214,124,61,98,30,21,5,16,685,,,,,
08126069,Pfedelbach,6818,,,,5787,,42,5745,2135,747,551,261,1422,243,49,212,,64,61,,,,,,,,,,,23,5764,1891,692,534,348,1481,260,35,125,53,31,40,10,14,2,8,240,,,,,
08126072,Schöntal,4262,,,,3788,,39,3749,1772,390,251,344,688,112,31,114,,20,27,,,,,,,,,,,25,3763,1728,394,260,205,758,129,21,73,26,12,30,5,5,0,8,109,,,,,
08126085,Waldenburg-_Stadt,2141,,,,1825,,12,1813,644,303,216,73,383,87,27,49,,14,17,,,,,,,,,,,14,1811,554,289,223,95,402,93,12,32,16,8,15,5,1,1,2,63,,,,,
08126086,Weißbach,1341,,,,1074,,7,1067,349,167,80,86,282,57,6,25,,4,11,,,,,,,,,,,3,1071,300,153,74,93,298,66,4,17,9,1,10,0,10,0,2,34,,,,,
08126094,Zweiflingen,1338,,,,1099,,3,1096,433,116,108,71,261,30,5,53,,10,9,,,,,,,,,,,2,1097,399,122,94,72,278,34,2,32,10,4,7,5,6,0,1,31,,,,,
08127008,Blaufelden,3870,,,,3268,,40,3228,1215,688,181,129,768,107,29,68,,26,17,,,,,,,,,,,33,3235,1186,451,176,198,837,139,21,34,18,19,18,16,14,0,5,103,,,,,
08127009,Braunsbach,1987,,,,1724,,11,1713,610,270,194,95,357,79,18,60,,22,8,,,,,,,,,,,10,1714,518,247,171,127,380,94,15,38,22,11,7,5,7,2,5,65,,,,,
08127012,Bühlertann,2368,,,,2023,,12,2011,753,223,130,105,630,73,15,62,,12,8,,,,,,,,,,,7,2016,635,199,136,143,637,76,6,40,19,4,6,7,4,0,7,97,,,,,
08127013,Bühlerzell,1703,,,,1454,,11,1443,643,157,117,66,329,47,24,41,,9,10,,,,,,,,,,,12,1442,568,149,114,85,344,44,14,41,5,2,7,7,2,0,3,57,,,,,
08127014,Crailsheim-_Stadt,23337,,,,18077,,149,17928,6422,2725,1356,630,5100,830,244,318,,146,157,,,,,,,,,,,125,17952,5571,2312,1360,935,5233,941,140,202,130,69,110,38,36,6,25,844,,,,,
08127023,Fichtenberg,2219,,,,1892,,15,1877,646,294,155,97,488,93,30,41,,21,12,,,,,,,,,,,6,1886,529,280,163,107,499,95,11,35,14,9,5,9,7,1,3,119,,,,,
08127025,Gaildorf-_Stadt,8106,,,,6543,,67,6476,2343,1126,537,274,1563,380,67,104,,46,36,,,,,,,,,,,47,6496,1958,1027,531,350,1645,386,23,74,58,29,22,24,15,2,7,345,,,,,
08127032,Gerabronn-_Stadt,3155,,,,2522,,25,2497,808,466,254,117,603,127,39,50,,15,18,,,,,,,,,,,24,2498,733,345,262,147,626,142,22,33,19,13,12,1,2,0,8,133,,,,,
08127043,Ilshofen-_Stadt,5020,,,,4230,,23,4207,1530,607,367,200,1028,200,72,118,,46,39,,,,,,,,,,,20,4210,1309,546,365,248,1082,238,43,84,42,27,30,14,13,5,2,162,,,,,
08127046,Kirchberg_an_der_Jagst-_Stadt,3103,,,,2545,,23,2522,740,348,426,128,588,135,56,57,,24,20,,,,,,,,,,,20,2525,675,317,328,146,606,180,28,34,30,12,11,6,28,1,5,118,,,,,
08127047,Langenburg-_Stadt,1357,,,,1170,,9,1161,428,193,159,68,196,46,26,24,,16,5,,,,,,,,,,,1,1169,360,165,162,92,214,47,14,15,11,12,2,6,6,0,1,62,,,,,
08127052,Mainhardt,4515,,,,3703,,26,3677,1323,472,369,174,924,191,59,89,,41,35,,,,,,,,,,,14,3689,1144,436,364,234,978,184,27,58,41,29,18,10,8,1,5,152,,,,,
08127056,Michelbach_an_der_Bilz,2663,,,,2320,,16,2304,787,438,297,111,449,98,26,52,,26,20,,,,,,,,,,,9,2311,683,423,270,135,491,105,8,43,25,13,16,2,2,0,4,91,,,,,
08127059,Michelfeld,2829,,,,2453,,30,2423,975,393,303,80,421,124,37,58,,20,12,,,,,,,,,,,21,2432,863,354,292,120,457,123,18,36,27,12,15,8,8,0,1,98,,,,,
08127062,Oberrot,2582,,,,2080,,13,2067,719,289,200,108,523,112,24,54,,16,22,,,,,,,,,,,10,2070,625,269,183,135,543,111,15,31,23,19,10,5,9,1,6,85,,,,,
