ags,municipality_name,status,reported_precincts,total_precincts,voters_total,valid_votes,invalid_votes,source_timestamp,payload_hash,error_message
08118050,"Markgröningen, Stadt",NO_DATA,,,0,0,0,,6a18895726fee51883c17a0bba291e62e5e0c8187b013e6932ff65dc8655d4e8,
08118051,Möglingen,NO_DATA,,,0,0,0,,30d256b5c0a97ebe5e653d4abd5ce4ad106ce8b25a9bd0cd8ee6fb554b4aa986,
08118053,Mundelsheim,NO_DATA,,,0,0,0,,9da3e24a05a6bae0960282ee90136032b8ae5fafad045c3913a814d6ce85d11e,
08118054,Murr,NO_DATA,,,0,0,0,,20e623f8bdefacff14a930914fb3641c8c590a422de786dad893882712b5d9bd,
08118059,"Oberriexingen, Stadt",NO_DATA,,,0,0,0,,447c0ec50c5f6bf8779be9ce4448fdf023cf55fffac5acd49b19a594d6d914d3,
08118060,Oberstenfeld,NO_DATA,,,584,985,15,"Ausgezählte Gebiete: 1 von 8, 08.03.2026, 18:46:18",a80f6f206d83f17b9899c145edc0d21ded871895e49543225b40ec77682624d2,
08118063,Pleidelsheim,NO_DATA,,,0,0,0,,f7ca34719486eaa2f833193ab6b4951c73d9f49886feec89408bc5a2b63056f5,
08118067,Schwieberdingen,NO_DATA,,,784,1000,0,"Ausgezählte Gebiete: 1 von 10, 08.03.2026, 18:46:18",9d27ba9e44d3dc95eac0c148fbdb1ba44af4fe12bd8742752237898900444502,
08118068,Sersheim,NO_DATA,,,0,0,0,,def25df195a9f637f71acd6185a48d9c376664ad0bead32121208d9ef52f4e22,
08118070,"Steinheim an der Murr, Stadt",NO_DATA,,,0,0,0,,08e9bdf7dc06531c21667e2ffd0c81c4c2db544a6de3826b8d46b930ff45dd2f,
08118071,"Tamm, Stadt",NO_DATA,,,0,0,0,,ecd432e54a47a847289d6ff845ee8177cab9126a9c3531248c2888570073893d,
08118073,"Vaihingen an der Enz, Stadt",NO_DATA,,,0,0,0,,a5a94229a3864dc359b732893cce930de52ccb5782cfd0b6707a403c8468cb8b,
08118074,Walheim,NO_DATA,,,0,0,0,,962689011d66ec21990faf23435831097f674df15186d3663d899389ea356cb2,
08118076,"Sachsenheim, Stadt",NO_DATA,,,570,995,5,"Ausgezählte Gebiete: 1 von 21, 08.03.2026, 18:46:18",2ab9a482bb96afd16366b451ae1be19aca7fb00c8306257f0b0aca2d10a34236,
08118077,Ingersheim,NO_DATA,,,512,995,5,"Ausgezählte Gebiete: 1 von 8, 08.03.2026, 18:46:18",dbd81077b8b489b79816b212ef1ecdc26e5617bdbdadbd3e12be35f31b49fcca,
08118078,"Freiberg am Neckar, Stadt",NO_DATA,,,0,0,0,,ed63b8019489dd4085a8610c95c1b83623d72a478def70f65536b98fe1f03aa9,
08118079,"Bietigheim-Bissingen, Stadt",NO_DATA,,,931,985,15,"Ausgezählte Gebiete: 4 von 47, 08.03.2026, 18:46:18",20f19c2030d9c08137ce6ee024abc89ade78f6a114362e00c6000d2c9e332221,
08118080,"Korntal-Münchingen, Stadt",NO_DATA,,,552,1000,0,"Ausgezählte Gebiete: 1 von 24, 08.03.2026, 18:46:18",516aa97c6095ddd1832e830ea299a1f18afcf3fc7cc37f66ef99d3e2dea7ff2a,
08118081,"Remseck am Neckar, Stadt",NO_DATA,,,0,0,0,,4a8f8b24f989248a7a9a9ba657f97869a13617683894ad81309761ce989ca62e,
08119001,Alfdorf,NO_DATA,,,0,0,0,,67adf6164300395ebd6410c455160a7e0ee82bf2e7857732355d93a23baf6ae6,
08119003,Allmersbach im Tal,NO_DATA,,,0,0,0,,8122ccf74b2a567de98eb3f9f6223720e641104d78e335c866d5b5c16ccf14c3,
08119004,Althütte,NO_DATA,,,0,0,0,,76a3a93a374548efec34ea09d7c6a09f90c5a8b6e737897755981c930dc764b2,
08119006,Auenwald,NO_DATA,,,0,0,0,,fcb7d39614c6304b5c1b7950058d3fb253ae9eb3d10499543c8c7bf039776a55,
08119008,"Backnang, Stadt",NO_DATA,,,0,0,0,,bf70eeae9960d3848fe4c19f55fb921cfba33e86faae9399f76795f4f89c46ce,
08119018,Burgstetten,NO_DATA,,,0,0,0,,86b8a4838f9ff52ec6745175fcc6e5df32b378a8a3b979bff59edc601c5e8d59,
08119020,"Fellbach, Stadt",NO_DATA,,,453,986,14,"Ausgezählte Gebiete: 1 von 43, 08.03.2026, 18:43:39",fe8fb834dbb19ca791f02e2bf220ac93f077b43b53f69b233a4f0e297df946c3,
08119024,Großerlach,NO_DATA,,,0,0,0,,e7dd1e8305036d77a87cadb04396f03b6ac568b437dba5218cf90534dbd33405,
08119037,Kaisersbach,NO_DATA,,,0,0,0,,5391576eaccbc3b277725160e72f30688327229244fb6106a50c0fc2884c6b80,
08119038,Kirchberg an der Murr,NO_DATA,,,0,0,0,,5de56be0cb644876230dbe3bb8721b62b78ef7aebde4a4a2de781126f2fd701d,
08119041,Korb,NO_DATA,,,0,0,0,,652382e263380fd4e3827fba51950dbc65b7a749000418a6d56a17f38de6b122,
08119042,Leutenbach,NO_DATA,,,0,0,0,,b130d146aecb92339bbfe7b4ae4fbec56bd9dcb2244802fcddd33842582ccb24,
08119044,"Murrhardt, Stadt",NO_DATA,,,500,996,4,"Ausgezählte Gebiete: 1 von 13, 08.03.2026, 18:43:39",be4150a6092f4b1ad94d64cfe9c86b7d76aac3fb91d4aeb9a802775c4c2c85ed,
08119053,Oppenweiler,NO_DATA,,,0,0,0,,9ff22be1ff69f3448b1e87a7d096b2ddb75f7df88c80895a6461b93d178bde72,
08119055,Plüderhausen,NO_DATA,,,0,0,0,,4aea15a2c09f8cb735ad958f3f10decf57686ef7fe8d947d1c3eea5ccae2f233,
08119061,Rudersberg,NO_DATA,,,0,0,0,,cc07362e72023f9076099ed84335768d68a427b1f94abff9ac6be916d77db58a,
08119067,"Schorndorf, Stadt",NO_DATA,,,0,0,0,,76c647cbec5acf88c1fbee140bb5997d7a43905003e5de2f285ced44a488eb2e,
08119068,Schwaikheim,NO_DATA,,,0,0,0,,741d0fc8922060b1881e0ec3c73a81dd2ca47960ffb5a95c00c476c0ede55e62,
08119069,Spiegelberg,NO_DATA,,,647,993,7,"Ausgezählte Gebiete: 1 von 5, 08.03.2026, 18:43:39",c617afb30d09a74888071ea70340a22c286db148844c2e50b5e401aa3eb0d967,
08119075,Sulzbach an der Murr,NO_DATA,,,0,0,0,,d554dde1827465d945c6cabe624d720834425d638515941453338bc60f3bfc1f,
08119076,Urbach,NO_DATA,,,0,0,0,,846f608b1bfcabbdba929b75a1ba7894887ca0c8a0cd9e55df8b629b44407c88,
08119079,"Waiblingen, Stadt",NO_DATA,,,752,997,3,"Ausgezählte Gebiete: 2 von 45, 08.03.2026, 18:43:39",d7dd75457b88abdece0ce851d79cd1a7deca50ae1e8e9ff61ffe10acb7ac9874,
08119083,Weissach im Tal,NO_DATA,,,465,997,3,"Ausgezählte Gebiete: 1 von 7, 08.03.2026, 18:43:39",1071bf17380fbd04d7eef17932e4997871416306f0bb215b348fcdd5443a6408,
08119084,"Welzheim, Stadt",NO_DATA,,,0,0,0,,ca3e4bd941a47d835a125c6a3a3c5a2e00236e544c9ff69ae05cd43baef97b11,
08119085,"Winnenden, Stadt",NO_DATA,,,466,1000,1,"Ausgezählte Gebiete: 1 von 29, 08.03.2026, 18:43:39",17540706bf94ee3a1e2c39e0f349ec35389cec17176b1d14ea86bfedf4402a19,
08119086,Winterbach,NO_DATA,,,0,0,0,,b07b17c5184f4fde27e10addae6004134e263cd1f4db7ccf26052d23ababdfaf,
08119087,Aspach,NO_DATA,,,0,0,0,,c328ce66609e1e407ef6c53d648d00897367c1ace9e9b47faf01d94f72fc8748,
